#"AnaTermId","ParentId","LatinTerm","EnglishTerm","TA1","TA2","Sex","Type","en","en_Syns","en_GB","en_GB_Syns","la","la_Syns","de","de_Syns","fr","fr_Syns","it","it_Syns","nl","nl_Syns","pl","pl_Syns","pt","pt_Syns","zh","zh_Syns","es","es_Syns"
"131466","131431","Sulcus olfactorius","Olfactory groove","A06.1.02.011","3146","B","","Olfactory groove","","Olfactory groove","","Sulcus olfactorius","","","","","","","","","","","","","","","","",""
"131477","131431","Concha suprema nasi","Highest nasal concha","A06.1.02.012","3147","B","","Highest nasal concha","Highest nasal turbinate","Highest nasal concha","Highest nasal turbinate","Concha suprema nasi","Concha nasi suprema","","","","","","","","","","","","","","","",""
"131489","131431","Concha superior nasi","Superior nasal concha","A06.1.02.013","3148","B","","Superior nasal concha","Superior nasal turbinate","Superior nasal concha","Superior nasal turbinate","Concha superior nasi","Concha nasi superior","","","","","","","","","","","","","","","",""
"131490","131431","Concha media nasi","Middle nasal concha","A06.1.02.014","3149","B","","Middle nasal concha","Middle nasal turbinate","Middle nasal concha","Middle nasal turbinate","Concha media nasi","Concha nasi media","","","","","","","","","","","","","","","",""
"131509","131431","Bulla ethmoidea","Ethmoidal bulla","A06.1.02.026","3150","B","","Ethmoidal bulla","","Ethmoidal bulla","","Bulla ethmoidea","Bulla ethmoidalis","","","","","","","","","","","","","","","",""
"131514","131431","Concha inferior nasi","Inferior nasal concha","A06.1.02.015","3151","B","","Inferior nasal concha","Inferior nasal turbinate","Inferior nasal concha","Inferior nasal turbinate","Concha inferior nasi","Concha nasi inferior","","","","","","","","","","","","","","","",""
"131523","131431","Plexus cavernosi concharum","Cavernous plexuses of conchae","","3152","B","","Cavernous plexuses of conchae","Cavernous vascular plexuses of conchae","Cavernous plexuses of conchae","Cavernous vascular plexuses of conchae","Plexus cavernosi concharum","Plexus vasculosi cavernosi concharum","","","","","","","","","","","","","","","",""
"131538","131431","Hiatus semilunaris","Semilunar hiatus","A06.1.02.028","3153","B","","Semilunar hiatus","","Semilunar hiatus","","Hiatus semilunaris","","","","","","","","","","","","","","","","",""
"131546","131538","Ductus frontonasalis","Frontonasal duct","","3154","B","","Frontonasal duct","","Frontonasal duct","","Ductus frontonasalis","","","","","","","","","","","","","","","","",""
"131551","131538","Infundibulum ethmoideum","Ethmoidal infundibulum","A06.1.02.027","3155","B","","Ethmoidal infundibulum","","Ethmoidal infundibulum","","Infundibulum ethmoideum","Infundibulum ethmoidale","","","","","","","","","","","","","","","",""
"131567","131538","Hiatus maxillaris","Maxillary hiatus","A02.1.12.021","3156","B","","Maxillary hiatus","Hiatus of maxillary sinus; Opening of maxillary sinus","Maxillary hiatus","Hiatus of maxillary sinus; Opening of maxillary sinus","Hiatus maxillaris","Hiatus sinus maxillaris","","","","","","","","","","","","","","","",""
"131572","131431","Apertura ductus nasolacrimalis","Opening of nasolacrimal duct","A06.1.02.030","3157","B","","Opening of nasolacrimal duct","","Opening of nasolacrimal duct","","Apertura ductus nasolacrimalis","","","","","","","","","","","","","","","","",""
"131580","131431","Tunica mucosa nasi","Mucosa of nasal cavity","A06.1.02.017","3158","B","","Mucosa of nasal cavity","Mucous membrane of nasal cavity; Nasal mucosa","Mucosa of nasal cavity","Mucous membrane of nasal cavity; Nasal mucosa","Tunica mucosa nasi","","","","","","","","","","","","","","","","",""
"131595","131580","Pars vestibularis tunicae mucosae nasi","Vestibular part of nasal mucosa","","3159","B","","Vestibular part of nasal mucosa","Vestibular region of nasal mucosa","Vestibular part of nasal mucosa","Vestibular region of nasal mucosa","Pars vestibularis tunicae mucosae nasi","","","","","","","","","","","","","","","","",""
"131601","131580","Pars respiratoria tunicae mucosae nasi","Respiratory part of nasal mucosa","","3160","B","","Respiratory part of nasal mucosa","Respiratory region of nasal mucosa","Respiratory part of nasal mucosa","Respiratory region of nasal mucosa","Pars respiratoria tunicae mucosae nasi","","","","","","","","","","","","","","","","",""
"131617","131431","Glandulae nasales","Nasal glands","A06.1.02.020","3161","B","","Nasal glands","","Nasal glands","","Glandulae nasales","","","","","","","","","","","","","","","","",""
"131625","131345","Paries superior cavitatis nasi","Roof of nasal cavity","","3162","B","G","Roof of nasal cavity","","Roof of nasal cavity","","Paries superior cavitatis nasi","","","","","","","","","","","","","","","","",""
"131630","131625","Pars olfactoria tunicae mucosae","Olfactory part of mucosa","","3163","B","","Olfactory part of mucosa","Olfactory region of mucosa","Olfactory part of mucosa","Olfactory region of mucosa","Pars olfactoria tunicae mucosae","Tunica mucosa olfactoria","","","","","","","","","","","","","","","",""
"131649","131625","Apertura sinus sphenoidei","Opening of sphenoidal sinus","A02.1.05.018","3164","B","","Opening of sphenoidal sinus","","Opening of sphenoidal sinus","","Apertura sinus sphenoidei","","","","","","","","","","","","","","","","",""
"131658","131345","Cavitas nasi","Nasal cavity","A06.1.02.001","3165","B","G","Nasal cavity","","Nasal cavity","","Cavitas nasi","","","","","","","","","","","","","","","","",""
"131663","131658","Naris","Nostril","A06.1.02.002","3166","B","","Nostril","","Nostril","","Naris","","","","","","","","","","","","","","","","",""
"131674","131658","Vestibulum nasi","Nasal vestibule","A06.1.02.009","3167","B","","Nasal vestibule","","Nasal vestibule","","Vestibulum nasi","","","","","","","","","","","","","","","","",""
"131682","131658","Recessus sphenoethmoideus","Sphenoethmoidal recess","A06.1.02.022","3168","B","","Sphenoethmoidal recess","","Spheno-ethmoidal recess","","Recessus sphenoethmoideus","Recessus sphenoethmoidalis","","","","","","","","","","","","","","","",""
"131696","131658","Meatus superior nasi","Superior nasal meatus","A06.1.02.023","3169","B","","Superior nasal meatus","","Superior nasal meatus","","Meatus superior nasi","Meatus nasi superior","","","","","","","","","","","","","","","",""
"131706","131658","Meatus medius nasi","Middle nasal meatus","A06.1.02.024","3170","B","","Middle nasal meatus","","Middle nasal meatus","","Meatus medius nasi","Meatus nasi medius","","","","","","","","","","","","","","","",""
"131711","131706","Atrium meatus medii","Atrium of middle meatus","A06.1.02.025","3171","B","","Atrium of middle meatus","","Atrium of middle meatus","","Atrium meatus medii","","","","","","","","","","","","","","","","",""
"131722","131658","Meatus inferior nasi","Inferior nasal meatus","A06.1.02.029","3172","B","","Inferior nasal meatus","","Inferior nasal meatus","","Meatus inferior nasi","Meatus nasi inferior","","","","","","","","","","","","","","","",""
"131733","131658","Meatus communis nasi","Common nasal meatus","A06.1.02.031","3173","B","","Common nasal meatus","","Common nasal meatus","","Meatus communis nasi","Meatus nasi communis","","","","","","","","","","","","","","","",""
"131740","131658","Meatus nasopharyngeus","Nasopharyngeal meatus","A06.1.02.032","3174","B","","Nasopharyngeal meatus","","Nasopharyngeal meatus","","Meatus nasopharyngeus","","","","","","","","","","","","","","","","",""
"131754","131658","Choana","Choana","A06.1.02.003","3175","B","","Choana","Posterior nasal aperture","Choana","Posterior nasal aperture","Choana","","","","","","","","","","","","","","","","",""
"131765","131337","Sinus paranasales","Paranasal sinuses","A06.1.03.001","3176","B","G","Paranasal sinuses","","Paranasal sinuses","","Sinus paranasales","","","","","","","","","","","","","","","","",""
"131779","131765","Sinus maxillaris","Maxillary sinus","A06.1.03.002","3177","B","","Maxillary sinus","Maxillary paranasal sinus","Maxillary sinus","Maxillary paranasal sinus","Sinus maxillaris","Sinus paranasalis maxillaris","","","","","","","","","","","","","","","",""
"131787","131765","Sinus sphenoideus","Sphenoidal sinus","A06.1.03.003","3178","B","","Sphenoidal sinus","Sphenoidal paranasal sinus","Sphenoidal sinus","Sphenoidal paranasal sinus","Sinus sphenoideus","Sinus paranasalis sphenoideus","","","","","","","","","","","","","","","",""
"131798","131765","Sinus frontalis","Frontal sinus","A06.1.03.004","3179","B","","Frontal sinus","Frontal paranasal sinus","Frontal sinus","Frontal paranasal sinus","Sinus frontalis","Sinus paranasalis frontalis","","","","","","","","","","","","","","","",""
"131804","131765","Cellulae ethmoideae","Ethmoidal cells","A06.1.03.005","3180","B","","Ethmoidal cells","Ethmoidal air cells","Ethmoidal cells","Ethmoidal air cells","Cellulae ethmoideae","Cellulae paranasales ethmoideae","","","","","","","","","","","","","","","",""
"131812","131804","Cellulae ethmoideae anteriores","Anterior ethmoidal cells","A06.1.03.006","3181","B","","Anterior ethmoidal cells","Anterior ethmoidal air cells","Anterior ethmoidal cells","Anterior ethmoidal air cells","Cellulae ethmoideae anteriores","Cellulae paranasales ethmoideae anteriores","","","","","","","","","","","","","","","",""
"131820","131804","Cellulae ethmoideae mediae","Middle ethmoidal cells","A06.1.03.007","3182","B","","Middle ethmoidal cells","Middle ethmoidal air cells","Middle ethmoidal cells","Middle ethmoidal air cells","Cellulae ethmoideae mediae","Cellulae paranasales ethmoideae mediae","","","","","","","","","","","","","","","",""
"131836","131804","Cellulae ethmoideae posteriores","Posterior ethmoidal cells","A06.1.03.008","3183","B","","Posterior ethmoidal cells","Posterior ethmoidal air cells","Posterior ethmoidal cells","Posterior ethmoidal air cells","Cellulae ethmoideae posteriores","Cellulae paranasales ethmoideae posteriores","","","","","","","","","","","","","","","",""
"131848","131337","Larynx","Larynx","A06.2.01.001","3184","B","G","Larynx","","Larynx","","Larynx","","","","","","","","","","","","","","","","",""
"131857","131848","Tunica mucosa laryngis","Mucosa of larynx","A06.2.09.019","3185","B","","Mucosa of larynx","Mucous membrane of larynx","Mucosa of larynx","Mucous membrane of larynx","Tunica mucosa laryngis","","","","","","","","","","","","","","","","",""
"131861","131848","Glandulae laryngeae","Laryngeal glands","A06.2.09.020","3186","B","","Laryngeal glands","","Laryngeal glands","","Glandulae laryngeae","Glandulae laryngeales","","","","","","","","","","","","","","","",""
"131873","131848","Cartilagines laryngis","Laryngeal cartilages","","3187","B","G","Laryngeal cartilages","","Laryngeal cartilages","","Cartilagines laryngis","","","","","","","","","","","","","","","","",""
"131885","131848","Juncturae laryngis","Laryngeal joints","","3188","B","G","Laryngeal joints","","Laryngeal joints","","Juncturae laryngis","","","","","","","","","","","","","","","","",""
"131899","131848","Musculi laryngis","Laryngeal muscles","A04.2.07.001","3189","B","G","Laryngeal muscles","","Laryngeal muscles","","Musculi laryngis","","","","","","","","","","","","","","","","",""
"131905","131848","Epiglottis","Epiglottis","A06.2.07.001","3190","B","G","Epiglottis","","Epiglottis","","Epiglottis","","","","","","","","","","","","","","","","",""
"131918","131905","Tuberculum epiglotticum","Epiglottic tubercle","A06.2.07.004","3191","B","","Epiglottic tubercle","","Epiglottic tubercle","","Tuberculum epiglotticum","","","","","","","","","","","","","","","","",""
"131926","131905","Corpus adiposum preepiglotticum","Pre-epiglottic fat body","A06.2.07.007","3192","B","","Pre-epiglottic fat body","","Pre-epiglottic fat body","","Corpus adiposum preepiglotticum","Corpus adiposum praeepiglotticum","","","","","","","","","","","","","","","",""
"131939","131848","Plica aryepiglottica","Aryepiglottic fold","A06.2.09.003","3193","B","G","Aryepiglottic fold","","Ary-epiglottic fold","","Plica aryepiglottica","","","","","","","","","","","","","","","","",""
"131947","131939","Tuberculum corniculatum","Corniculate tubercle","A06.2.05.002","3194","B","","Corniculate tubercle","","Corniculate tubercle","","Tuberculum corniculatum","","","","","","","","","","","","","","","","",""
"131952","131939","Tuberculum cuneiforme","Cuneiform tubercle","A06.2.06.002","3195","B","","Cuneiform tubercle","","Cuneiform tubercle","","Tuberculum cuneiforme","","","","","","","","","","","","","","","","",""
"131960","131848","Plica vestibularis","Vestibular fold","A06.2.09.008","3196","B","G","Vestibular fold","","Vestibular fold","","Plica vestibularis","","","","","","","","","","","","","","","","",""
"131971","131848","Glottis","Glottis","A06.2.09.012","3197","B","G","Glottis","","Glottis","","Glottis","","","","","","","","","","","","","","","","",""
"131983","131971","Plica vocalis","Vocal fold","A06.2.09.013","3198","B","","Vocal fold","","Vocal fold","","Plica vocalis","","","","","","","","","","","","","","","","",""
"131994","131971","Membrana fibroelastica laryngis","Fibroelastic membrane of larynx","","3199","B","","Fibroelastic membrane of larynx","","Fibro-elastic membrane of larynx","","Membrana fibroelastica laryngis","","","","","","","","","","","","","","","","",""
"132008","131971","Plica interarytenoidea","Interarytenoid fold","A06.2.09.017","3200","B","","Interarytenoid fold","","Interarytenoid fold","","Plica interarytenoidea","","","","","","","","","","","","","","","","",""
"132019","131848","Cavitas laryngis","Laryngeal cavity","A06.2.09.001","3201","B","G","Laryngeal cavity","","Laryngeal cavity","","Cavitas laryngis","","","","","","","","","","","","","","","","",""
"132024","132019","Aditus laryngis","Laryngeal inlet","A06.2.09.002","3202","B","","Laryngeal inlet","","Laryngeal inlet","","Aditus laryngis","","","","","","","","","","","","","","","","",""
"132035","132024","Incisura interarytenoidea","Interarytenoid notch","A06.2.09.006","3203","B","","Interarytenoid notch","","Interarytenoid notch","","Incisura interarytenoidea","","","","","","","","","","","","","","","","",""
"132043","132019","Vestibulum laryngis","Laryngeal vestibule","A06.2.09.007","3204","B","","Laryngeal vestibule","","Laryngeal vestibule","","Vestibulum laryngis","","","","","","","","","","","","","","","","",""
"132056","132019","Rima vestibuli","Rima vestibuli","A06.2.09.009","3205","B","","Rima vestibuli","","Rima vestibuli","","Rima vestibuli","","","","","","","","","","","","","","","","",""
"132062","132019","Ventriculus laryngis","Laryngeal ventricle","A06.2.09.010","3206","B","","Laryngeal ventricle","","Laryngeal ventricle","","Ventriculus laryngis","","","","","","","","","","","","","","","","",""
"132070","132062","Sacculus laryngis","Laryngeal saccule","A06.2.09.011","3207","B","","Laryngeal saccule","","Laryngeal saccule","","Sacculus laryngis","","","","","","","","","","","","","","","","",""
"132081","132019","Rima glottidis","Rima glottidis","A06.2.09.014","3208","B","","Rima glottidis","","Rima glottidis","","Rima glottidis","Rima vocalis","","","","","","","","","","","","","","","",""
"132097","132081","Pars intermembranacea rimae glottidis","Intermembranous part of rima glottidis","A06.2.09.015","3209","B","","Intermembranous part of rima glottidis","","Intermembranous part of rima glottidis","","Pars intermembranacea rimae glottidis","","","","","","","","","","","","","","","","",""
"132100","132081","Pars intercartilaginea rimae glottidis","Intercartilaginous part of rima glottidis","A06.2.09.016","3210","B","","Intercartilaginous part of rima glottidis","","Intercartilaginous part of rima glottidis","","Pars intercartilaginea rimae glottidis","","","","","","","","","","","","","","","","",""
"132113","132019","Cavitas infraglottica","Infraglottic cavity","A06.2.09.018","3211","B","","Infraglottic cavity","","Infraglottic cavity","","Cavitas infraglottica","","","","","","","","","","","","","","","","",""
"132121","131337","Arbor tracheobronchialis","Tracheobronchial tree","A06.4.01.002","3212","B","G","Tracheobronchial tree","Bronchial tree","Tracheobronchial tree","Bronchial tree","Arbor tracheobronchialis","Arbor bronchialis","","","","","","","","","","","","","","","",""
"132137","132121","Trachea","Trachea","A06.3.01.001","3213","B","G","Trachea","","Trachea","","Trachea","","","","","","","","","","","","","","","","",""
"132145","132137","Pars cervicalis tracheae","Cervical part of trachea","A06.3.01.002","3214","B","","Cervical part of trachea","","Cervical part of trachea","","Pars cervicalis tracheae","","","","","","","","","","","","","","","","",""
"132159","132137","Pars thoracica tracheae","Thoracic part of trachea","A06.3.01.003","3215","B","","Thoracic part of trachea","","Thoracic part of trachea","","Pars thoracica tracheae","","","","","","","","","","","","","","","","",""
"132168","132137","Paries membranaceus tracheae","Membranous wall of trachea","A06.3.01.007","3216","B","","Membranous wall of trachea","Posterior wall of trachea","Membranous wall of trachea","Posterior wall of trachea","Paries membranaceus tracheae","Paries posterior tracheae","","","","","","","","","","","","","","","",""
"132176","132137","Tunica fibromusculocartilaginea tracheae","Fibromusculocartilaginous layer of trachea","","3217","B","","Fibromusculocartilaginous layer of trachea","Fibromusculocartilaginous coat of trachea","Fibromusculocartilaginous layer of trachea","Fibromusculocartilaginous coat of trachea","Tunica fibromusculocartilaginea tracheae","","","","","","","","","","","","","","","","",""
"132184","132176","Cartilagines tracheales","Tracheal cartilages","A06.3.01.004","3218","B","","Tracheal cartilages","","Tracheal cartilages","","Cartilagines tracheales","","","","","","","","","","","","","","","","",""
"132192","132176","Musculus trachealis","Trachealis muscle","A06.3.01.005","3219","B","","Trachealis muscle","","Trachealis muscle","","Musculus trachealis","","","","","","","","","","","","","","","","",""
"132202","132176","Ligamenta anularia tracheae","Annular ligaments of trachea","A06.3.01.006","3220","B","","Annular ligaments of trachea","Anular ligaments of trachea","Annular ligaments of trachea","Anular ligaments of trachea","Ligamenta anularia tracheae","Ligamenta trachealia","","","","","","","","","","","","","","","",""
"132215","132137","Tela submucosa tracheae","Submucosa of trachea","","3221","B","","Submucosa of trachea","Submucosal layer of trachea","Submucosa of trachea","Submucosal layer of trachea","Tela submucosa tracheae","","","","","","","","","","","","","","","","",""
"132228","132137","Tunica mucosa tracheae","Mucosa of trachea","A06.3.01.010","3222","B","","Mucosa of trachea","Mucous membrane of trachea","Mucosa of trachea","Mucous membrane of trachea","Tunica mucosa tracheae","","","","","","","","","","","","","","","","",""
"132231","132137","Glandulae tracheales","Tracheal glands","A06.3.01.011","3223","B","","Tracheal glands","","Tracheal glands","","Glandulae tracheales","","","","","","","","","","","","","","","","",""
"132244","132137","Bifurcatio tracheae","Tracheal bifurcation","A06.3.01.008","3224","B","","Tracheal bifurcation","","Tracheal bifurcation","","Bifurcatio tracheae","","","","","","","","","","","","","","","","",""
"132253","132244","Carina tracheae","Carina of trachea","A06.3.01.009","3225","B","","Carina of trachea","","Carina of trachea","","Carina tracheae","","","","","","","","","","","","","","","","",""
"132266","132121","Bronchi","Bronchi","A06.4.01.001","3226","B","G","Bronchi","","Bronchi","","Bronchi","","","","","","","","","","","","","","","","",""
"132277","132266","Bronchus principalis","Main bronchus","","3227","B","","Main bronchus","Primary bronchus; Principal bronchus","Main bronchus","Primary bronchus; Principal bronchus","Bronchus principalis","","","","","","","","","","","","","","","","",""
"132289","132266","Bronchi intrapulmonares","Intrapulmonary bronchi","","3228","B","","Intrapulmonary bronchi","","Intrapulmonary bronchi","","Bronchi intrapulmonares","","","","","","","","","","","","","","","","",""
"132290","132289","Bronchus lobaris","Lobar bronchus","","3229","B","","Lobar bronchus","Secondary bronchus","Lobar bronchus","Secondary bronchus","Bronchus lobaris","","","","","","","","","","","","","","","","",""
"132304","132289","Bronchus segmentalis","Segmental bronchus","","3230","B","","Segmental bronchus","Tertiary bronchus","Segmental bronchus","Tertiary bronchus","Bronchus segmentalis","","","","","","","","","","","","","","","","",""
"132312","132289","Bronchus intrasegmentalis","Intrasegmental bronchus","","3231","B","","Intrasegmental bronchus","","Intrasegmental bronchus","","Bronchus intrasegmentalis","","","","","","","","","","","","","","","","",""
"132320","132121","Bronchus","Bronchus","","3232","B","G","Bronchus","","Bronchus","","Bronchus","","","","","","","","","","","","","","","","",""
"132336","132320","Tunica fibromusculocartilaginea bronchi","Fibromusculocartilaginous layer of bronchus","A06.4.02.027","3233","B","","Fibromusculocartilaginous layer of bronchus","Fibromusculocartilaginous coat of bronchus","Fibromusculocartilaginous layer of bronchus","Fibromusculocartilaginous coat of bronchus","Tunica fibromusculocartilaginea bronchi","","","","","","","","","","","","","","","","",""
"132348","132320","Tela submucosa bronchi","Submucosa of bronchus","A06.4.02.028","3234","B","","Submucosa of bronchus","Submucosal layer of bronchus","Submucosa of bronchus","Submucosal layer of bronchus","Tela submucosa bronchi","","","","","","","","","","","","","","","","",""
"132357","132320","Tunica mucosa bronchi","Mucosa of bronchus","A06.4.02.029","3235","B","","Mucosa of bronchus","Mucous membrane of bronchus","Mucosa of bronchus","Mucous membrane of bronchus","Tunica mucosa bronchi","","","","","","","","","","","","","","","","",""
"132361","132320","Glandulae bronchiales","Bronchial glands","A06.4.02.030","3236","B","","Bronchial glands","","Bronchial glands","","Glandulae bronchiales","","","","","","","","","","","","","","","","",""
"132373","132121","Bronchus principalis dexter","Right main bronchus","A06.4.01.003","3237","B","G","Right main bronchus","","Right main bronchus","","Bronchus principalis dexter","","","","","","","","","","","","","","","","",""
"132385","132373","Bronchus lobaris superior dexter","Right superior lobar bronchus","A06.4.02.002","3238","B","","Right superior lobar bronchus","","Right superior lobar bronchus","","Bronchus lobaris superior dexter","","","","","","","","","","","","","","","","",""
"132399","132385","Bronchus segmentalis apicalis pulmonis dextri","Apical segmental bronchus of right lung","","3239","B","","Apical segmental bronchus of right lung","Bronchus 1 of right lung; B1","Apical segmental bronchus of right lung","Bronchus 1 of right lung; B1","Bronchus segmentalis apicalis pulmonis dextri","Bronchus i pulmonis dextri","","","","","","","","","","","","","","","",""
"132407","132385","Bronchus segmentalis posterior pulmonis dextri","Posterior segmental bronchus of right lung","","3240","B","","Posterior segmental bronchus of right lung","Bronchus 2 of right lung; B2","Posterior segmental bronchus of right lung","Bronchus 2 of right lung; B2","Bronchus segmentalis posterior pulmonis dextri","Bronchus ii pulmonis dextri","","","","","","","","","","","","","","","",""
"132410","132385","Bronchus segmentalis anterior pulmonis dextri","Anterior segmental bronchus of right lung","","3241","B","","Anterior segmental bronchus of right lung","Bronchus 3 of right lung; B3","Anterior segmental bronchus of right lung","Bronchus 3 of right lung; B3","Bronchus segmentalis anterior pulmonis dextri","Bronchus iii pulmonis dextri","","","","","","","","","","","","","","","",""
"132429","132373","Bronchus intermedius","Bronchus intermedius","","3242","B","","Bronchus intermedius","","Bronchus intermedius","","Bronchus intermedius","","","","","","","","","","","","","","","","",""
"132432","132429","Bronchus lobaris medius","Middle lobar bronchus","A06.4.02.006","3243","B","","Middle lobar bronchus","Right middle lobar bronchus","Middle lobar bronchus","Right middle lobar bronchus","Bronchus lobaris medius","Bronchus lobaris medius dexter","","","","","","","","","","","","","","","",""
"132441","132432","Bronchus segmentalis lateralis pulmonis dextri","Lateral segmental bronchus of right lung","","3244","B","","Lateral segmental bronchus of right lung","Bronchus 4 of right lung; B4","Lateral segmental bronchus of right lung","Bronchus 4 of right lung; B4","Bronchus segmentalis lateralis pulmonis dextri","Bronchus iv pulmonis dextri","","","","","","","","","","","","","","","",""
"132455","132432","Bronchus segmentalis medialis pulmonis dextri","Medial segmental bronchus of right lung","","3245","B","","Medial segmental bronchus of right lung","Bronchus 5 of right lung; B5","Medial segmental bronchus of right lung","Bronchus 5 of right lung; B5","Bronchus segmentalis medialis pulmonis dextri","Bronchus v pulmonis dextri","","","","","","","","","","","","","","","",""
"132464","132429","Bronchus lobaris inferior dexter","Right inferior lobar bronchus","A06.4.02.009","3246","B","","Right inferior lobar bronchus","","Right inferior lobar bronchus","","Bronchus lobaris inferior dexter","","","","","","","","","","","","","","","","",""
"132478","132464","Bronchus segmentalis superior pulmonis dextri","Superior segmental bronchus of right lung","","3247","B","","Superior segmental bronchus of right lung","Bronchus 6 of right lung; B6","Superior segmental bronchus of right lung","Bronchus 6 of right lung; B6","Bronchus segmentalis superior pulmonis dextri","Bronchus vi pulmonis dextri","","","","","","","","","","","","","","","",""
"132486","132464","Bronchus segmentalis basalis medialis pulmonis dextri","Medial basal segmental bronchus of right lung","","3248","B","","Medial basal segmental bronchus of right lung","Bronchus 7 of right lung; B7","Medial basal segmental bronchus of right lung","Bronchus 7 of right lung; B7","Bronchus segmentalis basalis medialis pulmonis dextri","Bronchus vii pulmonis dextri; Bronchus cardiacus pulmonis dextri","","","","","","","","","","","","","","","",""
"132493","132464","Bronchus segmentalis basalis anterior pulmonis dextri","Anterior basal segmental bronchus of right lung","","3249","B","","Anterior basal segmental bronchus of right lung","Bronchus 8 of right lung; B8","Anterior basal segmental bronchus of right lung","Bronchus 8 of right lung; B8","Bronchus segmentalis basalis anterior pulmonis dextri","Bronchus viii pulmonis dextri","","","","","","","","","","","","","","","",""
"132503","132464","Bronchus segmentalis basalis lateralis pulmonis dextri","Lateral basal segmental bronchus of right lung","","3250","B","","Lateral basal segmental bronchus of right lung","Bronchus 9 of right lung; B9","Lateral basal segmental bronchus of right lung","Bronchus 9 of right lung; B9","Bronchus segmentalis basalis lateralis pulmonis dextri","Bronchus ix pulmonis dextri","","","","","","","","","","","","","","","",""
"132516","132464","Bronchus segmentalis basalis posterior pulmonis dextri","Posterior basal segmental bronchus of right lung","","3251","B","","Posterior basal segmental bronchus of right lung","Bronchus 10 of right lung; B10","Posterior basal segmental bronchus of right lung","Bronchus 10 of right lung; B10","Bronchus segmentalis basalis posterior pulmonis dextri","Bronchus x pulmonis dextri","","","","","","","","","","","","","","","",""
"132527","132121","Bronchus principalis sinister","Left main bronchus","A06.4.01.004","3252","B","G","Left main bronchus","","Left main bronchus","","Bronchus principalis sinister","","","","","","","","","","","","","","","","",""
"132534","132527","Bronchus lobaris superior sinister","Left superior lobar bronchus","A06.4.02.015","3253","B","","Left superior lobar bronchus","","Left superior lobar bronchus","","Bronchus lobaris superior sinister","","","","","","","","","","","","","","","","",""
"132542","132534","Bronchus segmentalis apicoposterior pulmonis sinistri","Apicoposterior segmental bronchus of left lung","","3254","B","","Apicoposterior segmental bronchus of left lung","Bronchus 1+2; B1+2","Apicoposterior segmental bronchus of left lung","Bronchus 1+2; B1+2","Bronchus segmentalis apicoposterior pulmonis sinistri","Bronchus i+ii pulmonis sinistri","","","","","","","","","","","","","","","",""
"132550","132534","Bronchus segmentalis anterior pulmonis sinistri","Anterior segmental bronchus of left lung","","3255","B","","Anterior segmental bronchus of left lung","Bronchus 3 of left lung; B3","Anterior segmental bronchus of left lung","Bronchus 3 of left lung; B3","Bronchus segmentalis anterior pulmonis sinistri","Bronchus iii pulmonis sinistri","","","","","","","","","","","","","","","",""
"132569","132534","Bronchus segmentalis lingularis superior pulmonis sinistri","Superior lingular segmental bronchus of left lung","","3256","B","","Superior lingular segmental bronchus of left lung","Bronchus 4 of left lung; B4","Superior lingular segmental bronchus of left lung","Bronchus 4 of left lung; B4","Bronchus segmentalis lingularis superior pulmonis sinistri","Bronchus iii pulmonis sinistri","","","","","","","","","","","","","","","",""
"132575","132534","Bronchus segmentalis lingularis inferior pulmonis sinistri","Inferior lingular segmental bronchus of left lung","","3257","B","","Inferior lingular segmental bronchus of left lung","Bronchus 5 of left lung; B5","Inferior lingular segmental bronchus of left lung","Bronchus 5 of left lung; B5","Bronchus segmentalis lingularis inferior pulmonis sinistri","Bronchus iii pulmonis sinistri","","","","","","","","","","","","","","","",""
"132588","132527","Bronchus lobaris inferior sinister","Left inferior lobar bronchus","A06.4.02.020","3258","B","","Left inferior lobar bronchus","","Left inferior lobar bronchus","","Bronchus lobaris inferior sinister","","","","","","","","","","","","","","","","",""
"132591","132588","Bronchus segmentalis superior pulmonis sinistri","Superior segmental bronchus of left lung","","3259","B","","Superior segmental bronchus of left lung","Bronchus 6 of left lung; B6","Superior segmental bronchus of left lung","Bronchus 6 of left lung; B6","Bronchus segmentalis superior pulmonis sinistri","Bronchus vi pulmonis sinistri","","","","","","","","","","","","","","","",""
"132606","132588","Bronchus segmentalis basalis medialis pulmonis sinistri","Medial basal segmental bronchus of left lung","","3260","B","","Medial basal segmental bronchus of left lung","Bronchus 7 of left lung; B7","Medial basal segmental bronchus of left lung","Bronchus 7 of left lung; B7","Bronchus segmentalis basalis medialis pulmonis sinistri","Bronchus vii pulmonis sinistri; Bronchus cardiacus pulmonis sinistri","","","","","","","","","","","","","","","",""
"132611","132588","Bronchus segmentalis basalis anteromedialis pulmonis sinistri","Anteromedial basal segmental bronchus of left lung","","3261","B","","Anteromedial basal segmental bronchus of left lung","Bronchus 7+8; B7+8","Anteromedial basal segmental bronchus of left lung","Bronchus 7+8; B7+8","Bronchus segmentalis basalis anteromedialis pulmonis sinistri","Bronchus vii+viii pulmonis sinistri","","","","","","","","","","","","","","","",""
"132622","132588","Bronchus segmentalis basalis anterior pulmonis sinistri","Anterior basal segmental bronchus of left lung","","3262","B","","Anterior basal segmental bronchus of left lung","Bronchus 8 of left lung; B8","Anterior basal segmental bronchus of left lung","Bronchus 8 of left lung; B8","Bronchus segmentalis basalis anterior pulmonis sinistri","Bronchus viii pulmonis sinistri","","","","","","","","","","","","","","","",""
